batch,policy,run,f1,f2,f3,f4,f5
0,StandardNSGA2,0,-0.495632869007719,0.5102959977651007,0.894427190999916,-0.4718757269851911,4.146980452534104
0,StandardNSGA2,0,-0.3514153763447299,0.5545813730390213,0.916515138991168,-0.5424151140621176,2.6297987009865915
0,StandardNSGA2,0,-0.4039791293496841,0.5160352196511938,0.66332495807108,-0.4636112072791187,3.0982399374264245
0,StandardNSGA2,0,-0.439473830359198,0.5791293326255891,1.0954451150103324,-0.41510070283982997,1.9222492550925736
0,StandardNSGA2,0,-0.3725382482330869,0.5596836628713503,0.8944271909999159,-0.6547678585830564,2.9236888995325168
0,StandardNSGA2,0,-0.47108270617744086,0.47886226309185764,0.9165151389911681,-0.45089178331450536,3.3353082273562498
0,StandardNSGA2,0,-0.5052994004217956,0.48686372637068187,1.341640786499874,-0.361655168485581,2.5893374432660807
0,StandardNSGA2,0,-0.4502606507107386,0.5123467906284247,1.1489125293076057,-0.31265112058471656,2.58676017566423
0,StandardNSGA2,0,-0.38524877060684787,0.6157962058799984,0.8717797887081347,-0.48255570183201585,2.1455120522112825
0,StandardNSGA2,0,-0.5161442887454367,0.5067572385039095,1.0392304845413265,-0.4991139114229825,2.60181274468673
0,StandardNSGA2,0,-0.4953153402846171,0.5396090900921677,0.9797958971132713,-0.4859580768408433,3.7828574157098047
0,StandardNSGA2,0,-0.4312130987021777,0.5901682586920333,0.7745966692414834,-0.37243867950614484,2.7980953018453265
0,StandardNSGA2,0,-0.4570633540590894,0.574035760849274,1.0770329614269007,-0.4079218397180354,2.034700712102466
0,StandardNSGA2,0,-0.44591131283569146,0.5156492781355234,1.2165525060596438,-0.33008398750752665,2.3364271003758867
0,StandardNSGA2,0,-0.41492215049028064,0.5518226744180008,1.0,-0.6104615198494725,3.142711916161707
0,StandardNSGA2,0,-0.40600425521688965,0.5582142744993522,0.8246211251235323,-0.5898777429068611,3.4752223092685157
0,StandardNSGA2,0,-0.4956919747379544,0.5067188883025479,1.2649110640673518,-0.3408019332676074,2.9709704181849745
0,StandardNSGA2,0,-0.4652469052002675,0.5296813589246616,0.9797958971132712,-0.5446828781437463,2.7810098076729624
0,StandardNSGA2,0,-0.4978696764611049,0.5009301810456759,1.0583005244258363,-0.381042474199177,3.595562990545556
0,StandardNSGA2,0,-0.48656761512883373,0.5167885303555344,0.9380831519646861,-0.5755281748437766,2.8450773935123457
0,StandardNSGA2,0,-0.5036004234624006,0.491982159677988,1.2806248474865698,-0.4201587823596869,3.0094144933396825
0,StandardNSGA2,0,-0.4412956574871353,0.496597501647417,0.7483314773547883,-0.437615434644912,3.268981320191453
0,StandardNSGA2,0,-0.41455003889173286,0.5622821707917816,0.7745966692414834,-0.5881505503488105,3.603213364396113
0,StandardNSGA2,0,-0.5033027392649475,0.5580176805346209,1.1313708498984762,-0.3304287253812957,2.5734092831990636
0,StandardNSGA2,0,-0.49486184546439504,0.5432049585475662,1.1661903789690602,-0.36888492716817656,1.9428524053624916
0,StandardNSGA2,0,-0.4538095731078788,0.5899258788437466,1.0583005244258363,-0.4574924534801984,2.009854245471726
0,StandardNSGA2,0,-0.39819738182573927,0.5089117388747478,0.9591663046625439,-0.5341690963763723,2.2540463514233178
0,StandardNSGA2,0,-0.5129954434100501,0.5500640228860344,0.938083151964686,-0.43973928645511434,2.8923960689507444
0,StandardNSGA2,0,-0.40952085311740516,0.6065525472080429,0.938083151964686,-0.46315169839705295,2.159475058638672
0,StandardNSGA2,0,-0.3725120804566303,0.5585213350751008,0.8485281374238571,-0.5390056439282259,2.832417676845753
0,NSGA3,0,-0.4632464178425281,0.5570217427661703,1.0583005244258363,-0.4382291413845392,2.1504173103983257
0,NSGA3,0,-0.4750818424723571,0.5392809063643742,1.0392304845413265,-0.623691339511985,2.416919476563968
0,NSGA3,0,-0.5104407932702149,0.49511010703742225,0.8717797887081347,-0.42870264695102644,3.1238093938640477
0,NSGA3,0,-0.4577847152938663,0.544904329673966,0.938083151964686,-0.5775692075041067,3.212062763024659
0,NSGA3,0,-0.49698846326431595,0.5162442575705424,0.7745966692414834,-0.49145764407706133,2.8814773558067213
0,NSGA3,0,-0.4992738934685944,0.5165683282227919,1.28062484748657,-0.4548393194308706,2.419686787582871
0,NSGA3,0,-0.5056086135571188,0.48542115081025383,1.2000000000000002,-0.4672282676860421,2.6495247248533906
